,Joke,label
6039,I was once arrested for resisting arrest. I still don't know how.,1
6040,What kind of key opens a banana? A monkey!,1
6041,I walked into a bar with my pet newt. The bartender asked 'What's that thing? Its tiny' 'I know Its my newt',1
6042,During which battle was Lord Nelson killed? His last one.,1
6043,"Two men fighting in a restaurant. One threw a prawn cocktail at the other and said. ""That's just for starters""",1
6044,I'm going to buy some velcro for my shoes instead of laces. Why knot?,1
6045,Had a massage today I came away in a foul mood. They rubbed me up the wrong way.,1
6046,I call my wife treasure cos she looks like she's just been dug up.,1
6047,I was sat in traffic the other day. Got hit by a car.,1
6048,Nobel Peace Prize I'd kill for one of those!,1
6049,"""My career is in ruins!"" said the archaeologist.",1
6050,Is it 'I will RUN through a camping site'? Or 'I will RAN through a camping site'? (Cos it's past tents),1
6051,I'll never forget my granddad's last words..He said 'That bus is going quite fast'.,1
6052,I've always wanted to be a doctor but I've never had the patience.,1
6053,My wife broke up with me recently because I'm a compulsive gambler. But I intend to win her back.,1
6054,The past the present and the future were having an argument. It was tense.,1
6055,My Grandma died on her 100th birthday. It was a real shame as we were only half way though giving her the bumps.,1
6056,I just wrote a really awesome song about a fajita. Well it's more of a wrap really.,1
6057,I just bought some expensive venison. It's dead deer.,1
6058,A mummy covered in chocolate &amp; nuts has been discovered in Egypt. Archaeologists believe it may be Pharaoh Roche.,1
6059,I met my wife on the net. We were both terrible trapeze artists.,1
6060,Did you hear about the cat who swallowed a ball of wool? It had mittens.,1
6061,I remember how much things changed when my last girlfriend got pregnant. Like my name address and telephone number.,1
6062,My wife wanted to be taken out somewhere expensive so I took her to a petrol station.,1
6063,I heard women love a man in uniform so I got a job working at McDonalds.,1
6064,Why do sharks swim in salt water? Because pepper water makes them sneeze.,1
6065,What do you cal a fly that has retired? A flew.,1
6066,How do you keep an idiot in suspense?,1
6067,What ended in 1887? 1886.,1
6068,What's blue &amp; looks like a bucket? A blue bucket. What's red &amp; looks like a bucket? A blue bucket in disguise.,1
6069,My grandfather had his tongue shot off in the war. He never talked about it though.,1
6070,Did you hear about the fire at the circus? It was in tents!,1
6071,Why did the baker have dirty hands? Because he kneaded a poo.,1
6072,I intend to live forever or die trying!,1
6073,"A girl I fancy just phoned me and said ""Come on over. There's nobody home."" I went over. Nobody was home.",1
6074,I was having a dip at the swimming pool when the lifeguard asked 'What have you got there?' I replied 'Hummus',1
6075,I fought a guy on some moving stairs today we started arguing at the bottom and things just escalated from there!,1
6076,My doctor said my constant diarrhea was a problem caused by genetics. It runs in my genes.,1
6077,My local theatre is showing a play called 'The Dictionary'. It's a play on words.,1
6078,If you loiter in a Tibetan holy leader's sandwich shop You dilly dally in the dalai's deli.,1
6079,I arranged a pessimists meeting today it wasn't a great turn out. The room was half empty.,1
6080,Did you hear about these new reversible jackets? I'm excited to see how they turn out.,1
6081,No matter how much you push the envelope it will always remain stationary.,1
6082,Did you hear the joke about the three holes in the ground?. Well well well!,1
6083,What do you call someone who points out the obvious? Someone who points out the obvious.,1
6084,Research shows that 6 out of 7 dwarves aren't Happy.,1
6085,What did the green grape say to the purple grape? Breathe damnit breathe!,1
6086,How do you confuse a moron? 16.,1
6087,Mary Rose sat on a nail Mary rose.,1
6088,I don't like birthdays. Too many will kill you.,1
6089,I took my tomcats to get neutered today. No hard felines.,1
6090,What's the difference between a well dressed man on a tricycle and a poorly dressed man on a bicycle? A tire.,1
6091,Our ice cream man was found slumped in his van covered with hundreds &amp; thousands. Police say that he topped himself.,1
6092,My mate just spent £30 on a chicken that doesn't lay eggs. Cock.,1
6093,What's red and bad for your teeth? A house brick.,1
6094,I poured spot-remover on my dog and now he's gone.,1
6095,Why did the dinosaur cross the road? Because the chicken joke hadn't been invented yet.,1
6096,"Comic Sans walks into a bar. ""Get out of here!"" shouts the barman. ""We don't serve your type.""",1
6097,Who will take the second shot in the pub snooker game? We'll find out after the break.,1
6098,I think my brother is heading for another breakdown. He's an AA man.,1
6099,Just got a text 'I'm so dirty. I need you to do me right now'. Unfortunately it was from the dishes in my sink.,1
6100,Why did the bacteria cross the microscope? To get to the other slide.,1
6101,I met somebody at work today called William Hill. What are the odds?,1
6102,What do you call a guy who lives in a bush? Russell.,1
6103,What do you call a man in a slow-cooker? Stu.,1
6104,I went to the supermarket to buy some ingredients to make soup but they were out of stock.,1
6105,I take steps to avoid lifts.,1
6106,I took a poll recently and 100% of people were annoyed that their tent had fallen down.,1
6107,I was so upset the day I found my first grey hairs. I thought I'd dye.,1
6108,I'd like to die peacefully in my sleep like my grandfather. Not screaming like the passengers on his bus.,1
6109,Why can't T-Rexes clap their hands? Cos they're extinct.,1
6110,I hate being manic depressive. It's great!,1
6111,California has the highest rates of depression &amp; adultery in America. Such a sad state of affairs.,1
6112,What do you call a man who lives in a back street? Ali.,1
6113,The local convent has no security around the building so I helped myself. No fence. Nun taken.,1
6114,You've seen one shopping centre. You've seen the mall.,1
6115,"I named my Iphone ""Titanic"". It's syncing now.",1
6116,My dog went to the flea circusand stole the show.,1
6117,Just saw a sign'Mute budgie for sale - Not going cheap'.,1
6118,I never let my children listen to jazz or classical music. It's full of sax and violins.,1
6119,I've got a perfect chicken proof garden. It's impeccable,1
6120,"I just saw a man &amp; woman at the supermarket wrapped in a barcode. I thought ""They must be an item"".",1
6121,Whenever I see a sign that says 'keep off the grass'. I wonder how it got there.,1
6122,What do you give to a sick lemon? Lemon aid.,1
6123,I ate the CRAZIEST snack at the pub last night. It was nuts.,1
6124,I asked the cashier at the window of the service station for a Galaxy. She came back with a Milky Way.,1
6125,I was once cast as Oliver in a silent interpretation of Oliver Twist It was brilliant. I couldn't ask for more!,1
6126,Games that involve throwing a 2 kilo circular object as far as possible have no place at the Olympics. Discus.,1
6127,Words cannot express how limited my vocabulary is.,1
6128,Why did the Mexican push his wife off the cliff? Tequila!,1
6129,"Met a girl in the club last night she said ""Take me home &amp; I will do literally anything you want."" Best omelette EVER!",1
6130,"A cowboy walks into a German car showroom and says ""Audi"".",1
6131,"I saw a sign in a second hand shop 'Half price TV - no volume control' I thought ""I can't turn that down!""",1
6132,I need a filling but I've been to the dentist before so it's okay. I know the drill.,1
6133,What do you call a guy in a lot of debt? Owen.,1
6134,I told my wife she was drawing her eyebrows too high. She looked surprised!,1
6135,I used to be addicted to the Hokey Pokey but I turned myself around.,1
6136,Where does a cucumber go to get drunk? A salad bar.,1
6137,Did you hear about the agnostic dyslexic insomniac? He stayed up all night wondering if there is a dog.,1
6138,"Say ""poo"" and your mouth does the same motion as your anus. The exact same can be said for ""violent explosive diarrhoea""",1
6139,I've just been on a positive thinking course. It was crap.,1
6140,The worst pub I've ever been to was called The Fiddle. It really was a vile inn.,1
6141,Why do Marxists drink herbal tea? Because proper tea is theft!,1
6142,What's green and climbs walls? An overly ambitious cucumber.,1
6143,What's the difference between an oral and a rectal thermometer? The taste.,1
6144,When Dad died I vowed not to follow in his footsteps I'd take a different path. In fact I'd avoid minefields altogether.,1
6145,Police are after the 'knitting needle nutter' who's stabbed 6 people. They believe he's following some kind of pattern.,1
6146,I've spent the last 3 years looking for my ex-wife's killer. Still can't find anyone to do it.,1
6147,How many immature people does it take to change a lightbulb? Your Mother!,1
6148,Build a man a fire keep him warm for a day. Set a man on fire keep him warm for the rest of his life.,1
6149,Mirror inspector. Now there's a job I could really see myself doing!,1
6150,How do snails fight? They slug it out.,1
6151,I used to be addicted to soap. But now I'm clean.,1
6152,I used to be attention seeking but look at me now!,1
6153,I can see no end I have no control I have no home &amp; there's no escape. Definitely need a new keyboard.,1
6154,What do you give to the man who has everything? Penicillin.,1
6155,Why didn't the teddy bear eat his dessert? Because he was stuffed.,1
6156,I just saw a guy in the pub carrying 12 pints of lager. I thought that guy can really hold his drink.,1
6157,I booked an Asian prostitute last night but she arrived two hours late. She loved me wrong time.,1
6158,When people ask why I'm still single. I tell them I'm single by choice. Unfortunately it's not my choice.,1
6159,I guess you heard about me weeing in the newsagents yesterday? It was all over the papers.,1
6160,A limbo dancer walks into a bar and loses the competition.,1
6161,I don't drink alcohol for religious reasons. I drink it for other reasons.,1
6162,"I'll never forget what Grandma said before she kicked the bucket. She said ""Look how far I can kick this bucket"".",1
6163,I had to quit my job at the orange juice factory. I just couldn't concentrate.,1
6164,Keyring: A handy little gadget that allows you to lose all of your keys at once.,1
6165,It must be difficult to judge a wet t-shirt contest. I saw one &amp; all the t-shirts looked equally wet.,1
6166,I recently lost my grandfather. That's the last time I take him to Ikea!,1
6167,I had to quit my job fitting tyres at the garage. I just couldn't handle the pressure.,1
6168,"""Now how's he gonna read that magazine all rolled up like that?"" thought the spider.",1
6169,What did the pirate say on his 80th birthday? Aye matey!,1
6170,"What did the hat say to the scarf? ""You hang around - I'll go on a head.""",1
6171,My parents divorced because my mother had an affair with a demolition man. Home wrecker!,1
6172,I was so excited when the hosepipe ban was lifted. I wet my plants.,1
6173,My mate just lost his job at the pet shop. The boss caught him with his hand in the trill.,1
6174,I went to a seafood disco last week. Pulled a mussel.,1
6175,Last night I dreamt that I was the author of Lord of the Rings. I was Tolkien in my sleep.,1
6176,A new horror film. A sadist traps snowmen &amp; forces them to melt bits of themselves to escape. Thaw.,1
6177,I put my clothes on the line earlier. I think my gambling addiction has gone too far.,1
6178,Went to the barbers today and had a no. 2. I thought it was just a fart but I ended up following through.,1
6179,Time flies like an arrow. Fruit flies like a banana.,1
6180,I've just been assaulted by a troupe of mime artists. They performed unspeakable acts on me!,1
6181,I phoned a helpline about my weak bladder problem. It's 1p a minute.,1
6182,I hate jokes that rely on visual imagery. I've had it right up to here with them.,1
6183,Why do birds fly south for the winter? Cos it's too far to walk.,1
6184,Why don't oysters give to charity? Cos they're shellfish.,1
6185,I'm not happy with the results of my cheap circumcision. It was a total rip-off!,1
6186,What's made of brass and sounds like Tom Jones? Trombones.,1
6187,I went to the local zoo but all that they had was one small dog. It was a Shih Tzu.,1
6188,A mute incontinent. Goes without saying.,1
6189,I used to be in a band called 'Missing Cat'. You probably saw our posters.,1
6190,I'm terrified of negative numbers. I'll stop at nothing to avoid them.,1
6191,I wondered why the baseball was getting bigger. Then it hit me!,1
6192,Someone stole my mood ring. I'm not sure how I feel about it.,1
6193,What's green and fuzzy and if it fell out of a tree would kill you? A snooker table.,1
6194,I hate Russian dolls. They're so full of themselves.,1
6195,It takes a lot of balls to play golf the way I do.,1
6196,Today I accidentally sent a naked pic of myself to my entire address book. Cost me a fortune in stamps.,1
6197,I'm giving away my roof for free It's on the house!,1
6198,"I went to the doctors with a strawberry growing on my bum. The doctor said ""I've got some cream for that""",1
6199,Whatever you do in life always give 100%. Unless you're donating blood...,1
6200,What do you call a man with a car on his head? Jack.,1
6201,I took a urine test at the hospital today. My kleptomania is really getting out of control.,1
6202,A dentist and a manicurist had a terrible fight. It was tooth and nail.,1
6203,Two pens had a race. The result was a draw.,1
6204,There was a young Man from Peru whose limerick stopped at line two.,1
6205,Lately I've been feeling a void in my life. It's probably nothing.,1
6206,I was gonna tell a joke about a cookie. But it's too crummy.,1
6207,What do the films The Sixth Sense and Titanic have in common? Icy dead people.,1
6208,If vegetarians love animals so much then why do they keep eating their food?,1
6209,Our house doesn't have enough electrical sockets. It's a real power struggle.,1
6210,I used to be a plastic surgeon. That raised a few eyebrows.,1
6211,Why have elephants got big ears? Cos Noddy won't pay the ransom.,1
6212,What's pink and slippery? A slipper.,1
6213,I don't know why this bottle of whiskey tastes so good but I'm going to get to the bottom of it.,1
6214,If I had a penny for every time someone gave me their dog to look after. I'd have a pound.,1
6215,I occasionally enjoy having my steak undercooked but that's rare.,1
6216,Every time I get undress in the bathroom the shower gets turned on.,1
6217,I was raised as an only child which really annoyed my sister.,1
6218,What do you call a man with a car number plate on his head? Reg.,1
6219,My son took his first steps this morning. The window cleaner was furious.,1
6220,I say no to alcoho but it never listens.,1
6221,I took an airline to court over my missing luggage. They lost the case.,1
6222,"An E-Flat a G-Flat &amp; a B-Flat walk into a bar. The barman says ""sorry but we don't serve minors"".",1
6223,Don't you hate it when people answer their own questions? I do.,1
6224,My fake plants died because I forgot to pretend to water them.,1
6225,Whats small red and whispers? A hoarse radish.,1
6226,Women only call me ugly until they find out how much money I make. Then they call me ugly &amp; poor.,1
6227,My friend drowned in a bowl of muesli. He was pulled in by a strong currant.,1
6228,Dentists are going on strike: brace yourselves.,1
6229,I love Dry erase boards. They're remarkable.,1
6230,Why didn't the lifeguard save the hippie? Because he was too far out.,1
6231,My pencil isn't prone to making Freudian Slips but my penis.,1
6232,Two silk worms had a race. It ended in a tie.,1
6233,My mate is just not the same since he almost drowned in a vat of lemon juice. It's left him very bitter,1
6234,What do you call a man with cat scratches all over his head? Claude!,1
6235,What's the difference between ignorance and apathy? I don't know and I don't care.,1
6236,I'm addicted to brake fluid but I can stop any time I want.,1
6237,I do a ton of sit-ups every morning. That snooze button really gets a hammering.,1
6238,"The first time I got a universal remote control I thought to myself ""This changes everything"".",1
6239,Went to a fancy dress party last night dressed as a loaf of bread. The birds were all over me.,1
6240,I just got back from the corner shop. Bought some corners.,1
6241,What do you call a guy with no arms or legs. On the floor? - Matt. In the sea? - Bob In a hole? - Phil,1
6242,How do you stop a bull from charging? Take away his credit card.,1
6243,I was so upset the other day by an out-of-body experience. I was beside myself.,1
6244,I Slept like a baby last night. I shit myself and woke up screaming.,1
6245,"It's ""Jamaican hairstyle day"" at work tomorrow. I'm dreading it.",1
6246,Someone very close to me died the other day. Luckily the bus wasn't full so I just changed seats.,1
6247,Sometimes I use long words I don't fully understand. To try &amp; make myself sound more photosynthesis.,1
6248,I got to work this morning to find a lump of Plasticine on my desk. I don't know what to make of it.,1
6249,When is a door not a door? When it's ajar.,1
6250,What do you call a Bear that's missing an ear? A 'B',1
6251,My crazy mate just jumped into a river in Paris. He's in Seine.,1
6252,What's black &amp; white and eats like a horse? A Zebra.,1
6253,I'm making a show about two detectives who solve crimes over the phone. It's called Star Key &amp; Hash.,1
6254,My mate just lost both hands in a horrible accident. I can't even begin to imagine how he feels.,1
6255,What do you call a woman with one leg shorter than the other? Eileen.,1
6256,The only time incorrectly isn't spelled incorrectly is when it's spelled incorrectly.,1
6257,My toothpaste gets jealous when I try to use other brands. It's ultra-sensitive.,1
6258,I met a girl in town who told me she'd show me a good time. Then she ran 100m in 9.69 seconds.,1
6259,After a recent accident I managed to save loads of money on my car insurance. By driving away really quickly.,1
6260,"There's no ""I"" in Denial.",1
6261,A cement mixer collided with a prison van. People are warned to be on the lookout for 15 hardened criminals.,1
6262,My dog just chased some kid on a bike I had no idea my dog could even ride a bike.,1
6263,Financially I'm set for life. As long as I die next Thursday.,1
6264,I dated a girl with a lazy eye but it didn't work out. She was seeing someone else on the side.,1
6265,What do you call a row of boxers stood side by side? A punchline.,1
6266,The doctor who did my circumcision was terrible. He got the sack.,1
6267,I forgot to go to the gym today. That's 7 years in a row now.,1
6268,An old lady at the bank asked if I could help her check her balance. So I pushed her over.,1
6269,Did you hear about the elf that got pick-pocketed? How could anyone stoop so low?,1
6270,I have decided to write all my jokes in capitals from now on. This one was written in London.,1
6271,My wife laughed when I told her I was going to make a car out of spaghetti. She soon shut up when I drove pasta.,1
6272,Did you hear about the dyslexic rock star? He choked to death on his own Vimto.,1
6273,What do you call a man with a seagull on his head? Cliff.,1
6274,My friend told me today that I don't understand what irony is. Which was ironic because we were at a bus stop.,1
6275,How do you make a cat flap? Throw it off a cliff.,1
6276,What word becomes shorter when you add letters to it? Short.,1
6277,Why don't snakes have balls? Because they're terrible dancers.,1
6278,Why don't boxers have sex the night before a fight? Because they don't fancy each other.,1
6279,I'm a virgin for religious reasons. God made me really ugly.,1
6280,Sometimes I put my head between my legs and lean forward. That's just how I roll.,1
6281,I thought if I took the shell off my racing snail it would go faster. If anything it seems more sluggish.,1
6282,I just recently ended a 5 year relationship. It's OK though it wasn't my relationship.,1
6283,What has four legs and goes boo? A cow with a cold.,1
6284,Two drums and a cymbal fall off a cliff. Ba dum tish!,1
6285,I was trying to fix my computer when I got a bad shock off the processor. It megaHz.,1
6286,If you ever get attacked by a circus go for the juggler.,1
6287,Last night my mate and I watched all 3 'Lord of the Rings' movies back to back. Luckily I was the one facing the TV.,1
6288,I can jump higher than the average house. Because the average house can't jump.,1
6289,My best mate told me to treat his house as if it were my own. So I sold it.,1
6290,Why don't cannibals like clowns? Cos they taste funny.,1
6291,It's difficult for me to say what my wife does for a living. She sells sea shells by the seashore.,1
6292,I was struggling to work out how lightning works. Then it struck me.,1
6293,I was gonna tell a joke about pizza but it's too cheesy.,1
6294,I stayed up all night wondering where the sun had gone. Then it dawned on me.,1
6295,"..and the Lord said unto John ""Come forth and receive eternal life"". But he came fifth and won a toaster.",1
6296,What do you call a girl standing between two goal posts? Annette.,1
6297,How do football players cool down during a game? They stand near the fans.,1
6298,Some guy just assaulted me with milk cream and butter. How dairy!,1
6299,I've been thinking about selling my John Lennon memorabilia on eBay. Imagine all the PayPal.,1
6300,I'll never tell anyone that I'm secretly addicted to eating glue. My lips are sealed.,1
6301,How many people who are terrible at telling jokes does it take to change a light bulb? To get to the other side.,1
6302,A hypnotist once convinced me I was a soft malleable metal with the atomic number 82. I'm easily lead.,1
6303,A book just fell on my head. I've only got my shelf to blame.,1
6304,What do you call a kid with one arm buck teeth a monobrow and an eyepatch? Names.,1
6305,I was gonna tweet a really good joke but the stupid autocorrect on my phone keeps ruining the lunchtime.,1
6306,I got my hair cut yesterday. At first I didn't like it but it's growing on me.,1
6307,I just saw some guy chatting up a cheetah. He's trying to pull a fast one.,1
6308,Whoever stole my copy of Microsoft office I will hunt you down and I will make you pay. You have my word!,1
6309,The wife insists we need more garden furniture. Not sure if I agree. I'm on the fence.,1
6310,I never go to funerals. I'm just not a mourning person.,1
6311,Why doesn't Mike Tyson play Playstation? He's an Xboxer.,1
6312,"Two fish in a tank. One says to the other; ""You man the guns and I'll drive""",1
6313,I don't know why but someone keeps mysteriously adding soil to my allotment patch each night. The plot thickens.,1
6314,Why did the picture go to jail? Because it was framed.,1
6315,A sandwich walks into a bar. The barman says 'Sorry we don't serve food in here',1
6316,Why couldn't the sesame seed leave the casino? Because he was on a roll.,1
6317,What's round and bad tempered? A vicious circle.,1
6318,If you have a referee in football what do you have in bowls? Cornflakes.,1
6319,On which side do chickens have the most feathers? The outside.,1
6320,I went to the doctors the other day and asked if he had anything for wind. So he gave me a kite.,1
6321,Slept like a log last night. Woke up in the fireplace.,1
6322,Why was Cinderella kicked off the football team?Because she kept running away from the ball.,1
6323,I cleaned the attic with the wife the other day. Now I can't get the cobwebs out of her hair.,1
6324,What's brown and sticky? A Stick.,1
6325,Why did the yogurt go to the art exhibition? Because it was cultured.,1
6326,I won't rest until I find a cure for Insomnia!,1
6327,Did you hear about the red ship that crashed into the blue ship? All of the sailors were marooned.,1
6328,What sound does a nut make when it sneezes? Cashew!,1
6329,Did you hear about the overly sensitive burglar? He was always taking things personally.,1
6330,I put a wooden desk and a blackboard in my living room. I wanted to make it look more classy.,1
6331,I spent most of last night in jail. Couldn't roll a double for the life of me.,1
6332,I stubbed my toe in a library once. I had to suffer in silence.,1
6333,I've just stolen loads of swimming inflatables. I'd better lilo.,1
6334,Which word in the Dictionary is always spelled wrong? Wrong.,1
6335,What do you call a deer with no eyes? No idea. What do you call a deer with no eyes and no legs? Still no idea.,1
6336,What lies at the bottom of the ocean and twitches? A nervous wreck.,1
6337,Why is an elephant big grey and wrinkly? Cos if it was small white and smooth it would be an aspirin.,1
6338,What's orange and sounds like a parrot? A carrot.,1
6339,What cheese is made backwards? Edam.,1
6340,What do you call a Boomerang that doesn't come back? A Stick.,1
6341,What's white and can't climb trees? A Fridge,1
6342,Knock Knock. Who's there? Chester. Chester who? Chester Drawers.,1
6343,Knock Knock. Who's there? Euripides. Euripides who? Euripides trouser you menda these trousers.,1
6344,Knock Knock. Who's there? Thistle. Thistle who? Thistle be the last time I knock.,1
6345,Knock Knock. Who's there? Tuna. Tuna who? Tuna violin.,1
6346,Knock Knock. Who's there? Adder. Adder who? Adder big breakfast this morning.,1
6347,Knock Knock. Who's there? Francis. Francis who? Francis next to Germany.,1
6348,Knock Knock. Who's there? Dishes. Dishes Who? Dishes just another bad knock knock joke.,1
6349,Knock Knock. Who's there? Disguise. Disguise who? Disguise d' limit !,1
6350,Knock Knock. Who's there? Radio. Radio who? Radio not here I come!,1
6351,Knock Knock. Who's there? Yah. Yah who?I didn't know you were a cowboy.,1
6352,Knock knock. Who's there? Woo. Woo who? Don't get so excited it's just a joke.,1
6353,Knock Knock. Who's there? Panther. Panther who? Panther what you wear under your troutherth.,1
6354,Knock Knock. Who's there? Control freak. Now you say control freak who!,1
6355,Knock knock. Who's there? Dismay. Dismay who? Dismay be a bad joke but I think it's funny.,1
6356,Knock knock. Who's there? Cargo. Cargo who? No Car go vroom vroom.,1
6357,Knock knock. Who's there? Nobel. Nobel who? No bell so I had to knock.,1
6358,Knock knock. Who's there? Wooden Shoe. Wooden Shoe who? Wooden Shoe like to hear another joke?,1
6359,Knock knock. Who's there? Alex. Alex who? Alex the questions around here!,1
6360,Knock knock. Who's there? Hawaii. Hawaii who? I'm fine thank you Hawaii you?,1
6361,Knock knock. Who's there? Dumbell. Dumbell who? Dumb bell doesn't work so I had to knock.,1
6362,Knock knock. Who's there? Adore. Adore who? A door is between us. Open up!,1
6363,Knock Knock. Who's there? Europe. Europe who? Don't call me a poo!,1
6364,Knock Knock. Who's there? Doughnut. Doughnut who? Doughnut ask it's a secret.,1
6365,Knock knock. Who's there? Hatch. Hatch who? Bless you!,1
6366,Knock knock. Who's There? Impatient Cow. Impatient Cow wh...Mooooo!,1
6367,Knock Knock. Who's There? Boo. Boo Who? No need to cry it's just a joke,1
6368,Knock Knock. Who's there? Dishes. Dishes who? Dishes the Police come out with your hands up.,1
6369,Knock Knock. Who's there? A Pile-Up. A Pile-Up Who? Ewwwwww,1
6370,Knock knock. Who's there? Old lady. Old lady who? Wow I didn't know you could yodel.,1
6371,Knock knock. Who's there? Dwayne. Dwayne who? Dwayne the bathtub I'm dwowning.,1
6372,Knock knock. Who's there? Ivor. Ivor who? Ivor sore hand from knocking!,1
6373,I'm going on a blind date tonight. I hope our dogs get on.,1
6374,"Went to a chemist yesterday &amp; said to the pharmacist ""Excuse me I'm after some condoms"" ""Just a minute"" he replied. I said""Yes thats them""",1
6375,Have you heard about the new super sensitive condoms? They hang around after the man leaves and talk to the woman.,1
6376,What gets longer when pulled fits between breasts Inserts neatly in a hole and works best when jerked? A seatbelt.,1
6377,I got an email today from a '32 year old bored housewife looking for some action'. I've sent her my ironing that'll keep her busy!,1
6378,I've been getting anonymous texts from someone telling me to shower comb my hair &amp; brush my teeth. I think they might be trying to groom me,1
6379,FOR SALE: Packet of Polo's. Unopened mint condition.,1
6380,Yesterday I found out that my toaster isn't waterproof. I was shocked.,1
6381,People ask if I still enjoy sex at 45?! I live at number 57 so it's not far to go,1
6382,Going to see Peter Pan again tonight. Never gets old.,1
6383,Tea is for mugs.,1
6384,"A bloke was shagging his overweight missus when his phone rings.""You'll have to ring me back mate I'm in the tub"" he said.",1
6385,Ketamine - just say neigh.,1
6386,What's the best thing for a hangover? Drink loads the night before.,1
6387,I drove past my gran's house this morning and saw 11 pints of milk on her doorstep. I thought 'she must be thirsty today',1
6388,How much does a grand piano cost? £1000,1
6389,"My dad used to say: ""Always fight fire with fire"". Which is probably why he got thrown out of the fire brigade.",1
6390,I'm not saying the wife's fat but she puts her belt on with a boomerang.,1
6391,My Mrs has been told she'll have to lose weight if she wants to become pregnant.I told her.,1
6392,What's big grey and doesn't matter? An irr-elephant.,1
6393,My wife said that I'll find any excuse to drink. Speaking of beer...,1
6394,Female wanted must have own pub. Apply with inn.,1
6395,If it's got tits or wheels sooner or later you're gonna have problems with it.,1
6396,"I said to my wife:""If you lick my balls I'll come"". She said; ""Fuck off you're coming shopping with me whether you like it or not!""",1
6397,What's green and smells of pork? Kermit the frogs fingers!,1
6398,The Mrs is just like Heather Mills. She only wears half the shoes she buys!,1
6399,I recently lost my job as a teacher. I got caught shagging the ugliest teacher in the whole school. Gross Miss Conduct,1
6400,My doctor reckons I'm paranoid. He didn't say it but I know he's thinking it.,1
6401,Over 90% of people over 60 believe that we show less respect to others than we did in the past. Silly old fuckers!,1
6402,My uncle was jailed for his beliefs. He believed you could wank on the bus.,1
6403,Why do men die before their wives? They want to.,1
6404,My wife is temperamental. 50% temper 50% mental.,1
6405,"Wife to husband: ""let's go out and have some fun tonight"". Husband: ""OK but if you get home before I do leave the hall light on""",1
6406,"My grandfather gave me some sound advice on his deathbed. He said ""It's worth spending money on a good set of speakers""",1
6407,What's worse than a cardboard box? Paper tits.,1
6408,Local news: 'Amputee robber evaded police for 15 days'. That's amazing considering he wasn't armed.,1
6409,What do you call an aardvark that's just been beaten up? Vark.,1
6410,"I was recently on safari in the Serengeti and witnessed two male male lions shagging. I thought ""blimey have they got no pride?""",1
6411,I always call out my wife's name during sex. Just to make sure she's not around.,1
6412,Did you hear about the man who fell asleep at the wheel? There was a terrible mess clay everywhere...,1
6413,Did you hear about the terrible accident at Spaghetti Junction? Twelve people were injured and three pastaway.,1
6414,What's the last thing that goes through a fly's mind when it his a windscreen? It's arse!,1
6415,"The Mrs got in the shower with me this morning. She said ""Mmm baby I want you to do bad things to me"". So I put shampoo in her eyes.",1
6416,"I told my cat I was going to teach him to speak English. He looked at me and said ""Me how?""",1
6417,If towels could tell jokes they would probably have a dry sense of humor.,1
6418,I'm very good at remembering random facts. For example there are 3500 different types of lice. And that's just off the top of my head.,1
6419,Never have a tactical wank before sex! Trust me I learned that the soft way.,1
6420,My mates laughed at me because my girlfriend is imaginary... Jokes on them they are too!,1
6421,My Mrs has recently started eating sofas it's weird... But then again she's always had a suite tooth.,1
6422,My wife is so ugly she spent 5 hours in the beauty salon... Just getting a price.,1
6423,How do frogs die? They Kermit suicide.,1
6424,I used to be a tap dancer but I kept falling in the sink.,1
6425,I just watched a program about beavers. It was the best dam program I've ever seen!,1
6426,There are only 3 things that tell the truth: 1 - Young Children 2 - Drunks 3 - Leggings,1
6427,Last night in bed my wife said we should try some role reversal. So I said I had a headache.,1
6428,I thought that pulling the shell off my racing snail would help it move faster. If anything it became more sluggish.,1
6429,Why do squirrels swim on their backs? To keep their nuts dry!,1
6430,My girlfriend laughed at me when I said I had a car made from spaghetti. You should've seen her face when I drove pasta.,1
6431,I think my spell Czech is broken.,1
6432,Just bought a suit made from cactus.I look pretty sharp in it.,1
6433,My wife is very big in fashion. She's a size 22.,1
6434,"I saw a woman wearing a t-shirt with ""Guess"" on it. I said ""Implants?""",1
6435,2 Thai birds asked me to join them for a threesome. It was just like winning the Lottery. We had 6 matching balls.,1
6436,Guess who I bumped into in the opticians today? Everybody.,1
6437,I felt like I was on the voice today! I farted on the bus and 4 people turned around.,1
6438,An Arab offered me 40 camels for my wife. Unfortunately I don't smoke.,1
6439,Marriage is a relationship where one person is always right and the other is the husband.,1
6440,Some people think there are insects on the Moon. Lunar tics.,1
6441,Never get stuck behind the Devil in a Post Office queue! The Devil can take many forms.,1
6442,Always follow your dreams. Except for that one where you're naked at work.,1
6443,Did you hear about the guy who bought a sponge door? Can't knock it.,1
6444,A kitchen knife and a spoon had a race. Who won? Neither it ended in a drawer.,1
6445,Never moon a werewolf.,1
6446,If it wasn't for blinds it would be curtains for us all.,1
6447,Thought I could hear onions in the fridge singing beegees songs... Turned out it was the chives talking,1
6448,My boss has just warned me that he has received complaints I'm a pervert. To be honest I don't understand why as I'm always hard at work,1
6449,My clever friend said that onions are the only food that can make you cry. So I threw a coconut in his face.,1
6450,A funeral was held today for the inventor of air conditioning. Thousands of fans attended.,1
6451,Got thrown out a strip club last night for using monopoly money. I don't see why I should pay real money to see fake boobs.,1
